time,topic,related,emotion,content,comment
49.50000,,2,0.0,5,j: ฏ๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎ํํํํํํํํํํํํํํํํํํํํํํํํํํ ̅̅̃̄̅̂̂̈̄̀̀̀̀̆̄̂́́̀̄̀̂̂̂̈̈̃́̂̆̂̀̆̀̃́̆̀̂̀̀̈̆́̀̀̂̄̃́̂̂̀̋̀̂̃̂̇̃̌̊̆̃ Ỏ͖͈̞̩͎̻̫̫̜͉̠̫͕̭̭̫̫̹̗̹͈̼̠̖͍͚̥͈̮̼͕̠̤̯̻̥̬̗̼̳̤̳̬̪̹͚̞̼̠͕̼̠̦͚̫͔̯̹͉͉̘͎͕̼̣̝͙̱̟̹̩̟̳̦̭͉̮̖̭̣̣̞̙̗̜̺̭̻̥͚͙̝̦̲̱͉͖͉̰̦͎̫̣̼͎͍̠̮͓̹̹͉̤̰̗̙͕͇͔̱͕̭͈̳̗̭͔̘̖̺̮̜̠͖̘͓̳͕̟̠̱̫̤͓͔̘̰̲͙͍͇̙͎̣̼̗̖͙̯͉̠̟͈͍͕̪͓̝̩̦̖̹̼̠̘̮͚̟͉̺̜͍͓̯̳̱̻͕̣̳͉̻̭̭̱͍̪̩̭̺͕̺̼̥̪͖̦̟͎̻ ปี้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้้
49.75000,8,1,1.0,2,LUL
51.00000,8,1,1.0,2,LUL
54.00000,8,1,1.0,2,LUL
55.00000,8,1,1.0,2,LUL
56.00000,6,1,0.0,5,what drugs does he use?
57.00000,8,1,1.0,2,LUL
57.50000,8,1,1.0,2,LUL
58.00000,8,1,1.0,2,LUL
58.33333,1,2,0.0,1,"@bmk983, Yeah I understand"
58.66667,8,1,1.0,2,LUL
60.00000,1,2,0.0,5,FeelsBadMan Keepo
60.33333,4,1,-2.0,5,DansGame DansGame 6k chat
60.66667,6,2,1.0,5,COCAINE STREAM Kreygasm
61.00000,8,2,0.0,1,Keepo
61.50000,,2,0.0,5,0
62.00000,8,1,6.0,2,KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride
63.00000,5,2,0.0,5,MEGALUL
63.16667,,2,0,3,Don't google it MEGALUL
63.33333,2,1,0.0,5,FeelsAmazingMan
63.50000,,1,0.0,1,No Twitch Admin here???
63.66667,2,1,0.0,5,this chat experience is almost as autistic as the broadcaster himself
63.83333,8,1,1.0,2,LUL
64.00000,8,1,1.0,2,LUL Keepo
65.00000,8,1,1.0,2,LUL
66.00000,6,2,0.0,5,SOSA
67.00000,8,2,0.0,1,Keepo
68.00000,,2,0.0,5,╭∩╮( ° ͜ʖ͡°)╭∩╮╭∩╮( ° ͜ʖ͡°)╭∩╮ ╭∩╮( ° ͜ʖ͡°)╭∩╮╭∩╮( ° ͜ʖ͡°)╭∩╮ ╭∩╮( ° ͜ʖ͡°)╭∩╮╭∩╮( ° ͜ʖ͡°)╭∩╮ ╭∩╮( ° ͜ʖ͡°)╭∩╮╭∩╮( ° ͜ʖ͡°)╭∩╮
71.00000,8,1,1.0,2,LUL
71.20000,5,2,-1.0,1,fcking lines DansGame
71.40000,7,2,0.0,5,"try to play kripps djinni deck, very funny"
71.60000,,2,0,1,!deck
71.80000,,2,0,3,Current : https://i.gyazo.com/38e2060188acc8ace263378b56ef6e23.png . For more decks check : bit.ly/HorribleDecksxD / https://twitter.com/NeviilzHS MingLee LUL PogChamp VisLaud :)
73.00000,4,2,0.0,5,omg
73.50000,2,1,12.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
74.00000,7,1,-4.0,1,BibleThump i was watching nevz before he was cool BibleThump and i still watch him now and he doesnt notice me anymore BibleThump and he is still not cool BibleThump
75.00000,6,2,0.0,5,HE SNIFS SOSA
75.33333,8,1,1.0,2,MingLee
75.66667,,2,0,3,MingLee
76.00000,,2,-1.0,5,RACIST
76.50000,8,2,0,2,---------->~~~~
77.00000,3,2,0.0,5,he usually just drinks tea but not sure what he is on today
78.00000,6,1,0.0,5,SourPls Dance SourPls the SourPls MEGALULs SourPls away SourPls
78.33333,,2,0,3,SourPls
78.66667,2,1,7.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
79.00000,8,1,1.0,2,MingLee
79.33333,8,1,1.0,2,MingLee
79.66667,5,1,1.0,5,80g quest Kappa
80.00000,8,1,1.0,2,MingLee
80.33333,5,1,0.0,5,nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute
80.66667,2,1,1.0,1,@NEVFORGOTME PogChamp
81.00000,2,1,14.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
81.50000,8,1,-3.0,2,DansGame DansGame DansGame
82.00000,8,1,1.0,1,MingLee
82.33333,8,1,1.0,2,MingLee
82.66667,3,1,1.0,1,MrDestructoid MASTER MrDestructoid MASSAN? MrDestructoid
83.00000,7,2,0.0,5,yoooooooo
84.00000,2,1,13.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
85.00000,2,1,3.0,5,6k viewers PogChamp PogChamp PogChamp
85.50000,3,1,2.0,5,"great, another streamer that wears lipstick Kappa"
87.00000,,2,0.0,5,L
89.00000,4,1,-20.0,5,CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT
90.00000,,2,0.0,5,CACAINE EVERYWHERE
90.25000,1,1,3.0,5,NEW FORSEN HERE PogChamp WOW PogChamp
90.50000,4,1,0.0,5,SMOrc Me ORC SMOrc Me SPAM SMOrc No MODS SMOrc No BAN SMOrc
90.75000,,2,0,3,!deck
92.00000,2,1,9.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
92.20000,,2,0,3,!commands
92.40000,,2,0,3,level_five_laser_lotus -> The bot commands for this channel are available at https://beta.nightbot.tv/t/neviilz/commands
92.60000,5,1,0.0,1,nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute
92.80000,6,2,0.0,5,PETALUL
93.00000,4,1,0.0,1,@neviilz Who the F would watch this trash? asmoWeeb VoHiYo asmoGrill asmoWeeb asmoGrill asmoLeera asmoWeeb asmoGrill asmoLeera
93.50000,2,1,15.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
95.00000,7,1,4.0,1,EXACT COUNTER LUL LUL LUL LUL
95.50000,3,1,2.0,1,@neviilz did you enjoy tavern brawl yesterday?? SeemsGood
96.00000,5,1,0.0,1,nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute
97.00000,2,1,12.0,5,SpbsT : MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChampPogChampMODS EXIST PogChamp MODS EXIST PogChamp
97.50000,2,1,9.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
99.00000,4,1,-20.0,5,CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT
99.50000,7,1,6.0,5,KappaPride CURTAINS KappaPride T-SHIRT KappaPride LIPSTICK KappaPride KEYBOARD KappaPride VOICE CRACK KappaPride MUST BE NEVZ KappaPride
100.00000,5,1,0.0,1,nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute
101.00000,,2,0.0,5,0
101.33333,7,2,1.0,5,80g quest KappaPride
101.66667,,2,0,3,SoBayed 👌 ZERO SoBayed 👌 NADA SoBayed 👌 NIENTE SoBayed 👌
102.00000,2,1,11.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
103.00000,5,1,1.0,5,╭∩╮( ° ͜ʖ͡°)╭∩╮ ╭∩╮( ° ͜ʖ͡°)╭∩╮ Kappa
103.50000,4,1,-14.0,5,CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan CANCER CHAT FeelsAmazingMan
104.00000,8,1,1.0,1,PogChamp
104.16667,,2,0,3,PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤ PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ PogChamp O G C H A M P
104.33333,8,2,1.0,2,<3
104.50000,2,1,17.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
104.66667,4,1,0.0,5,123 SMOrc Me ORC SMOrc Me SPAM SMOrc No MODS SMOrc No BAN SMOrc
104.83333,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
105.00000,4,1,-20.0,5,CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT
106.00000,5,1,0.0,1,nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute
106.50000,8,2,2.0,2,<3 <3
107.00000,2,1,13.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
108.00000,8,2,1.0,2,<3
108.33333,,2,0,1,!editcom !deck Current : https://i.gyazo.com/9a65ee5c0b6980680ff7a791a0031ac4.png . For more decks check : bit.ly/HorribleDecksxD / https://twitter.com/NeviilzHS MingLee LUL PogChamp VisLaud :)
108.66667,,2,0,3,"neviilz -> The command ""!deck"" has been edited successfully."
109.00000,2,1,17.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
109.25000,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
109.50000,,2,0,3,!deck
109.75000,,2,0,3,Current : https://i.gyazo.com/9a65ee5c0b6980680ff7a791a0031ac4.png . For more decks check : bit.ly/HorribleDecksxD / https://twitter.com/NeviilzHS MingLee LUL PogChamp VisLaud :)
110.00000,5,1,0.0,1,nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute
111.00000,4,1,-20.0,5,CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT FeelsGoodMan CANCER CHAT
111.25000,2,1,16.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
111.50000,8,1,2.0,2,MingLee LUL
111.75000,,2,0,3,MingLee
112.00000,1,1,0.0,5,CRAZY FORSEN PogChamp
113.00000,2,1,18.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
113.50000,8,1,-8.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
114.00000,2,1,-1.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingM
114.50000,5,1,0.0,1,nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute
115.00000,2,1,12.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
116.00000,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
116.16667,1,1,0.0,5,👌ㅤㅤㅤ gachiGASM ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ🍆 💤 👔 🍆ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ🛢ㅤ 👃 ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ⚡ 8= 👊 =D 💦ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ 🎺 ㅤ🍆 ㅤㅤㅤㅤ💦ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ 👢ㅤㅤ 👢
116.33333,8,1,1.0,2,LUL
116.50000,8,1,-28.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
116.66667,8,1,-2.0,2,WutFace WutFace
116.83333,,2,0,3,MEGALUL
117.00000,2,1,11.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
118.00000,4,2,0.0,1,comon pls
119.00000,4,1,0.0,5,SMOrc Me ORC SMOrc Me SPAM SMOrc No MODS SMOrc No BAN SMOrc
119.50000,8,1,-14.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
120.00000,2,1,10.0,5,MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp MODS EXIST PogChamp
122.00000,,2,0,3,!4Head
122.50000,,2,0,3,https://i.gyazo.com/ab9c9675eaea2b7b01db1a4391e867f1.jpg
123.00000,8,1,-16.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
123.50000,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
124.00000,,1,-1.0,5,who is that idiot?
124.33333,7,1,7.0,5,KappaPride CURTAINS KappaPride T-SHIRT KappaPride LIPSTICK KappaPride KEYBOARD KappaPride VOICE CRACK KappaPride MUST BE NEVZ KappaPride EleGiggle
124.66667,3,1,2.0,5,nevillz Top 3 Hearthstone player milky way PogChamp
125.00000,8,1,-19.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
126.00000,8,1,1.0,2,LUL
126.50000,7,2,0.0,5,bağirma lan milletin içinde
127.00000,8,1,-14.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
129.00000,8,1,-15.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
130.00000,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
131.00000,1,1,0.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonator is online FeelsBadMan forced to watch nev cuz no other forsen impersonat
131.50000,8,1,-15.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
134.00000,5,1,0.0,1,nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute nev subs CringeSalute
134.25000,8,1,1.0,2,LUL
134.50000,8,2,1.0,2,:)
134.75000,,2,0,3,:) my face is smiley :) im just a face :) you guessed it right :) im smiley face :)
135.00000,8,1,-24.0,1,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
136.00000,8,1,-20.0,2,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
137.00000,3,1,2.0,5,Hearthstone pure skill Kappa
137.50000,8,1,-32.0,1,WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace
138.00000,8,1,1.0,2,PogChamp
138.20000,,2,0,3,PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤ PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ PogChamp O G C H A M P
